ccbaAsno_item,ccbaKdcd_item,ccbaCtcd_item
00250000,31,32
00250000,31,33
00250000,31,34
00250000,31,35
00250000,31,36
00250000,31,38
00250100,31,38
00250200,31,38
00250300,31,38
00260000,31,11
00260000,31,21
00260000,31,23
00260000,31,24
00260000,31,25
00260000,31,26
00260000,31,31
00260000,31,33
00260000,31,34
00260000,31,35
00260000,31,38
00270000,31,21
00270000,31,22
00270000,31,23
00270000,31,24
00270000,31,25
00270000,31,26
00270000,31,31
00270000,31,32
00270000,31,33
00270000,31,34
00270000,31,36
00270000,31,37
00270000,31,38
00280000,31,11
00280000,31,21
00280000,31,22
00280000,31,23
00280000,31,24
00280000,31,25
00280000,31,26
00280000,31,31
00280000,31,32
00280000,31,33
00280000,31,34
00280000,31,36
00280000,31,37
00290000,31,11
00290000,31,21
00290000,31,22
00290000,31,23
00290000,31,24
00290000,31,25
00290000,31,26
00290000,31,31
00290000,31,33
00290000,31,34
00290000,31,36
00290000,31,37
00300000,31,11
00300000,31,21
00300000,31,22
00300000,31,24
00300000,31,25
00300000,31,26
00300000,31,31
00300000,31,32
00300000,31,33
00300000,31,37
00300000,31,38
00310000,31,11
00310000,31,21
00310000,31,22
00310000,31,25
00310000,31,26
00310000,31,35
00310000,31,36
00310000,31,38
00320000,31,11
00320000,31,21
00320000,31,22
00320000,31,25
00320000,31,26
00320000,31,32
00320000,31,33
00320000,31,35
00320000,31,36
00320000,31,37
00320000,31,38
00330000,31,11
00330000,31,21
00330000,31,22
00330000,31,25
00330000,31,32
00330000,31,35
00330000,31,38
00340000,31,11
00340000,31,21
00340000,31,22
00340000,31,25
00340000,31,26
00340000,31,31
00340000,31,32
00340000,31,33
00340000,31,35
00340000,31,37
00340000,31,38
00350000,31,11
00350000,31,21
00350000,31,22
00350000,31,25
00350000,31,32
00350000,31,33
00350000,31,35
00350000,31,36
00350000,31,37
00350000,31,38
00360000,31,11
00360000,31,21
00360000,31,22
00360000,31,25
00360000,31,31
00360000,31,32
00360000,31,33
00360000,31,35
00360000,31,36
00360000,31,38
00370000,31,11
00370000,31,21
00370000,31,25
00370000,31,31
00370000,31,33
00370000,31,36
00370000,31,37
00370000,31,38
00380000,31,11
00380000,31,21
00380000,31,22
00380000,31,25
00380000,31,32
00380000,31,33
00380000,31,35
00380000,31,36
00380000,31,38
00390000,31,11
00390000,31,21
00390000,31,22
00390000,31,25
00390000,31,31
00390000,31,33
00390000,31,36
00390000,31,37
00390000,31,38
00400000,31,11
00400000,31,21
00400000,31,22
00400000,31,25
00400000,31,31
00400000,31,33
00400000,31,35
00400000,31,36
00400000,31,37
00400000,31,38
00410000,31,21
00410000,31,22
00410000,31,31
00410000,31,32
00410000,31,33
00410000,31,35
00410000,31,36
00410000,31,37
00410000,31,38
00420000,31,11
00420000,31,21
00420000,31,22
00420000,31,25
00420000,31,31
00420000,31,32
00420000,31,33
00420000,31,37
00420000,31,38
00430000,31,11
00430000,31,21
00430000,31,22
00430000,31,25
00430000,31,32
00430000,31,33
00430000,31,37
00430000,31,38
00440000,31,11
00440000,31,21
00440000,31,22
00440000,31,25
00440000,31,31
00440000,31,33
00440000,31,38
00450000,31,11
00450000,31,21
00450000,31,22
00450000,31,25
00450000,31,31
00450000,31,32
00450000,31,33
00450000,31,35
00450000,31,38
00460000,31,11
00460000,31,21
00460000,31,22
00460000,31,25
00460000,31,31
00460000,31,32
00460000,31,33
00460000,31,38
00470000,31,22
00470000,31,25
00470000,31,31
00470000,31,32
00470000,31,33
00470000,31,36
00470000,31,37
00470000,31,38
00480000,31,21
00480000,31,22
00480000,31,25
00480000,31,32
00480000,31,33
00480000,31,34
00480000,31,35
00480000,31,36
00480000,31,37
00480000,31,38
00490000,31,21
00490000,31,22
00490000,31,25
00490000,31,31
00490000,31,32
00490000,31,33
00490000,31,34
00490000,31,37
00490000,31,38
00500000,31,21
00500000,31,22
00500000,31,25
00500000,31,32
00500000,31,33
00500000,31,34
00500000,31,35
00500000,31,37
00500000,31,38
00510000,31,11
00510000,31,21
00510000,31,22
00510000,31,25
00510000,31,32
00510000,31,33
00510000,31,34
00510000,31,35
00510000,31,36
00510000,31,37
00510000,31,38
00520000,31,11
00520000,31,21
00520000,31,22
00520000,31,25
00520000,31,31
00520000,31,33
00520000,31,34
00520000,31,35
00520000,31,38
00530000,31,11
00530000,31,21
00530000,31,22
00530000,31,31
00530000,31,32
00530000,31,33
00530000,31,34
00530000,31,35
00530000,31,36
00530000,31,37
00530000,31,38
00540000,31,11
00540000,31,21
00540000,31,22
00540000,31,25
00540000,31,31
00540000,31,33
00540000,31,34
00540000,31,35
00540000,31,36
00540000,31,37
00540000,31,38
00550000,31,11
00550000,31,21
00550000,31,22
00550000,31,25
00550000,31,31
00550000,31,32
00550000,31,33
00550000,31,34
00550000,31,35
00550000,31,36
00550000,31,37
00550000,31,38
00560000,31,11
00560000,31,21
00560000,31,22
00560000,31,25
00560000,31,31
00560000,31,32
00560000,31,33
00560000,31,34
00560000,31,35
00560000,31,37
00560000,31,38
00570000,31,11
00570000,31,21
00570000,31,22
00570000,31,25
00570000,31,31
00570000,31,32
00570000,31,33
00570000,31,34
00570000,31,35
00570000,31,37
00570000,31,38
00580000,31,11
00580000,31,21
00580000,31,25
00580000,31,31
00580000,31,32
00580000,31,33
00580000,31,34
00580000,31,35
00580000,31,37
00580000,31,38
00590000,31,11
00590000,31,21
00590000,31,25
00590000,31,31
00590000,31,32
00590000,31,33
00590000,31,34
00590000,31,35
00590000,31,36
00590000,31,38
00600000,31,11
00600000,31,21
00600000,31,25
00600000,31,31
00600000,31,32
00600000,31,33
00600000,31,34
00600000,31,35
00600000,31,36
00600000,31,37
00600000,31,38
00610000,31,11
00610000,31,21
00610000,31,25
00610000,31,31
00610000,31,32
00610000,31,33
00610000,31,36
00610000,31,37
00610000,31,38
00620000,31,11
00620000,31,21
00620000,31,25
00620000,31,31
00620000,31,32
00620000,31,33
00620000,31,34
00620000,31,35
00620000,31,36
00620000,31,37
00620000,31,38
00630000,31,11
00630000,31,21
00630000,31,25
00630000,31,31
00630000,31,33
00630000,31,34
00630000,31,36
00630000,31,37
00630000,31,38
00640000,31,11
00640000,31,21
00640000,31,25
00640000,31,31
00640000,31,32
00640000,31,33
00640000,31,34
00640000,31,35
00640000,31,36
00640000,31,37
00640000,31,38
00650000,31,11
00650000,31,21
00650000,31,25
00650000,31,31
00650000,31,32
00650000,31,33
00650000,31,34
00650000,31,35
00650000,31,36
00650000,31,37
00650000,31,38
00660000,31,11
00660000,31,21
00660000,31,25
00660000,31,31
00660000,31,32
00660000,31,33
00660000,31,34
00660000,31,36
00660000,31,37
00660000,31,38
00670000,31,11
00670000,31,21
00670000,31,25
00670000,31,31
00670000,31,34
00670000,31,35
00670000,31,36
00670000,31,37
00670000,31,38
00680000,31,11
00680000,31,21
00680000,31,31
00680000,31,32
00680000,31,33
00680000,31,34
00680000,31,35
00680000,31,37
00680000,31,38
00690000,31,11
00690000,31,21
00690000,31,31
00690000,31,32
00690000,31,33
00690000,31,34
00690000,31,36
00690000,31,38
00700000,31,11
00700000,31,21
00700000,31,31
00700000,31,32
00700000,31,33
00700000,31,34
00700000,31,36
00700000,31,37
00700000,31,38
00710000,31,11
00710000,31,21
00710000,31,31
00710000,31,33
00710000,31,34
00710000,31,35
00710000,31,36
00710000,31,37
00710000,31,38
00720000,31,11
00720000,31,32
00720000,31,33
00720000,31,35
00720000,31,38
00730000,31,11
00730000,31,21
00730000,31,31
00730000,31,33
00730000,31,35
00730000,31,36
00730000,31,37
00730000,31,38
00740000,31,11
00740000,31,21
00740000,31,31
00740000,31,32
00740000,31,33
00740000,31,35
00740000,31,37
00740000,31,38
00750000,31,11
00750000,31,21
00750000,31,31
00750000,31,33
00750000,31,34
00750000,31,35
00750000,31,37
00750000,31,38
00760000,31,11
00760000,31,21
00760000,31,31
00760000,31,33
00760000,31,34
00760000,31,35
00760000,31,36
00760000,31,37
00760000,31,38
00770000,31,11
00770000,31,21
00770000,31,31
00770000,31,32
00770000,31,33
00770000,31,35
00770000,31,36
00770000,31,37
00770000,31,38
00780000,31,11
00780000,31,21
00780000,31,31
00780000,31,32
00780000,31,33
00780000,31,34
00780000,31,35
00780000,31,37
00780000,31,38
00790000,31,11
00790000,31,21
00790000,31,31
00790000,31,32
00790000,31,33
00790000,31,34
00790000,31,35
00790000,31,36
00790000,31,37
00790000,31,38
00800000,31,11
00800000,31,21
00800000,31,31
00800000,31,32
00800000,31,33
00800000,31,34
00800000,31,37
00800000,31,38
00810000,31,11
00810000,31,21
00810000,31,31
00810000,31,32
00810000,31,33
00810000,31,34
00810000,31,35
00810000,31,37
00810000,31,38
00820000,31,11
00820000,31,21
00820000,31,31
00820000,31,32
00820000,31,33
00820000,31,36
00820000,31,37
00820000,31,38
00830000,31,11
00830000,31,21
00830000,31,31
00830000,31,33
00830000,31,34
00830000,31,35
00830000,31,38
00840000,31,11
00840000,31,21
00840000,31,31
00840000,31,33
00840000,31,37
00840000,31,38
00850000,31,11
00850000,31,21
00850000,31,31
00850000,31,33
00850000,31,35
00850000,31,36
00850000,31,37
00850000,31,38
00860000,31,11
00860000,31,21
00860000,31,31
00860000,31,33
00860000,31,35
00860000,31,36
00860000,31,38
00870000,31,11
00870000,31,21
00870000,31,32
00870000,31,33
00870000,31,34
00870000,31,35
00870000,31,36
00880000,31,11
00880000,31,21
00880000,31,31
00880000,31,33
00880000,31,34
00880000,31,35
00880000,31,36
00880000,31,38
00890000,31,21
00890000,31,31
00890000,31,33
00890000,31,34
00890000,31,35
00890000,31,36
00890000,31,38
00900000,31,21
00900000,31,31
00900000,31,33
00900000,31,34
00900000,31,37
00900000,31,38
00910000,31,21
00910000,31,31
00910000,31,32
00910000,31,33
00910000,31,34
00910000,31,36
00910000,31,37
00910000,31,38
00920000,31,21
00920000,31,31
00920000,31,32
00920000,31,33
00920000,31,34
00920000,31,36
00920000,31,37
00920000,31,38
00930000,31,21
00930000,31,31
00930000,31,33
00930000,31,34
00930000,31,35
00930000,31,36
00930000,31,37
00930000,31,38
00940000,31,21
00940000,31,31
00940000,31,33
00940000,31,36
00940000,31,37
00950000,31,21
00950000,31,31
00950000,31,33
00950000,31,35
00950000,31,36
00950000,31,37
00950000,31,38
00960000,31,21
00960000,31,31
00960000,31,32
00960000,31,33
00960000,31,35
00960000,31,37
00960000,31,38
00970000,31,21
00970000,31,31
00970000,31,33
00970000,31,36
00970000,31,37
00980000,31,21
00980000,31,31
00980000,31,32
00980000,31,34
00980000,31,35
00980000,31,36
00980000,31,37
00990000,31,21
00990000,31,31
00990000,31,32
00990000,31,33
00990000,31,34
00990000,31,36
00990000,31,38
01000000,31,21
01000000,31,31
01000000,31,32
01000000,31,34
01000000,31,36
01000000,31,37
01000000,31,38
01010000,31,21
01010000,31,32
01010000,31,34
01010000,31,36
01010000,31,37
01010000,31,38
01020000,31,21
01020000,31,31
01020000,31,32
01020000,31,34
01020000,31,35
01020000,31,37
01020000,31,38
01030000,31,21
01030000,31,31
01030000,31,32
01030000,31,34
01030000,31,35
01030000,31,36
01030000,31,37
01030000,31,38
01040000,31,21
01040000,31,31
01040000,31,32
01040000,31,34
01040000,31,35
01040000,31,37
01040000,31,38
01050000,31,21
01050000,31,31
01050000,31,32
01050000,31,34
01050000,31,35
01050000,31,38
01060000,31,21
01060000,31,31
01060000,31,32
01060000,31,34
01060000,31,37
01060000,31,38
01070000,31,21
01070000,31,31
01070000,31,32
01070000,31,34
01070000,31,35
01070000,31,36
01070000,31,37
01070000,31,38
01080000,31,21
01080000,31,31
01080000,31,32
01080000,31,34
01080000,31,35
01080000,31,36
01080000,31,37
01080000,31,38
01090000,31,21
01090000,31,31
01090000,31,32
01090000,31,34
01090000,31,35
01090000,31,36
01090000,31,37
01090000,31,38
01100000,31,21
01100000,31,31
01100000,31,32
01100000,31,34
01100000,31,35
01100000,31,36
01100000,31,37
01100000,31,38
01110000,31,21
01110000,31,31
01110000,31,34
01110000,31,35
01110000,31,36
01110000,31,37
01110000,31,38
01120000,31,21
01120000,31,31
01120000,31,34
01120000,31,36
01120000,31,37
01120000,31,38
01130000,31,21
01130000,31,31
01130000,31,35
01130000,31,38
01140000,31,21
01140000,31,31
01140000,31,32
01140000,31,34
01140000,31,35
01140000,31,36
01150000,31,21
01150000,31,31
01150000,31,32
01150000,31,34
01150000,31,36
01150000,31,37
01150000,31,38
01160000,31,21
01160000,31,31
01160000,31,32
01160000,31,34
01160000,31,35
01160000,31,36
01160000,31,37
01160000,31,38
01170000,31,21
01170000,31,31
01170000,31,32
01170000,31,34
01170000,31,35
01170000,31,36
01170000,31,37
01170000,31,38
01180000,31,21
01180000,31,31
01180000,31,32
01180000,31,34
01180000,31,35
01180000,31,36
01180000,31,37
01180000,31,38
01190000,31,21
01190000,31,31
01190000,31,32
01190000,31,34
01190000,31,35
01190000,31,36
01190000,31,37
01190000,31,38
01200000,31,21
01200000,31,31
01200000,31,32
01200000,31,34
01200000,31,36
01200000,31,37
01200000,31,38
01210000,31,21
01210000,31,31
01210000,31,32
01210000,31,34
01210000,31,35
01210000,31,36
01210000,31,37
01210000,31,38
01220000,31,21
01220000,31,31
01220000,31,32
01220000,31,34
01220000,31,35
01220000,31,36
01220000,31,37
01220000,31,38
01230000,31,21
01230000,31,32
01230000,31,35
01230000,31,38
01240000,31,21
01240000,31,31
01240000,31,32
01240000,31,35
01240000,31,36
01240000,31,38
01250000,31,21
01250000,31,31
01250000,31,32
01250000,31,34
01250000,31,35
01250000,31,36
01250000,31,37
01250000,31,38
01260000,31,31
01260000,31,32
01260000,31,35
01260000,31,36
01260000,31,37
01260000,31,38
01270000,31,31
01270000,31,32
01270000,31,34
01270000,31,35
01270000,31,36
01270000,31,37
01270000,31,38
01280000,31,31
01280000,31,32
01280000,31,34
01280000,31,35
01280000,31,36
01280000,31,37
01280000,31,38
01290000,31,31
01290000,31,32
01290000,31,34
01290000,31,35
01290000,31,36
01290000,31,37
01290000,31,38
01300000,31,31
01300000,31,32
01300000,31,34
01300000,31,35
01300000,31,36
01300000,31,37
01300000,31,38
01310000,31,31
01310000,31,32
01310000,31,34
01310000,31,35
01310000,31,36
01310000,31,37
01310000,31,38
01320000,31,31
01320000,31,32
01320000,31,34
01320000,31,35
01320000,31,36
01320000,31,37
01320000,31,38
01330000,31,31
01330000,31,32
01330000,31,34
01330000,31,35
01330000,31,36
01330000,31,37
01330000,31,38
01340000,31,31
01340000,31,32
01340000,31,34
01340000,31,35
01340000,31,36
01340000,31,37
01340000,31,38
01350000,31,31
01350000,31,32
01350000,31,35
01350000,31,36
01350000,31,37
01350000,31,38
01360000,31,31
01360000,31,32
01360000,31,35
01360000,31,36
01360000,31,37
01360000,31,38
01370000,31,31
01370000,31,32
01370000,31,34
01370000,31,35
01370000,31,36
01370000,31,37
01370000,31,38
01380000,31,31
01380000,31,32
01380000,31,34
01380000,31,36
01380000,31,37
01380000,31,38
01390000,31,31
01390000,31,32
01390000,31,34
01390000,31,35
01390000,31,36
01390000,31,37
01390000,31,38
01400000,31,31
01400000,31,32
01400000,31,34
01400000,31,35
01400000,31,36
01400000,31,37
01400000,31,38
01410000,31,31
01410000,31,32
01410000,31,34
01410000,31,35
01410000,31,36
01410000,31,37
01410000,31,38
01420000,31,31
01420000,31,32
01420000,31,34
01420000,31,35
01420000,31,36
01420000,31,37
01420000,31,38
01430000,31,31
01430000,31,32
01430000,31,34
01430000,31,35
01430000,31,36
01430000,31,38
01440000,31,31
01440000,31,32
01440000,31,35
01440000,31,36
01440000,31,37
01440000,31,38
01450000,31,31
01450000,31,32
01450000,31,34
01450000,31,35
01450000,31,36
01450000,31,37
01450000,31,38
01460000,31,31
01460000,31,32
01460000,31,34
01460000,31,35
01460000,31,36
01460000,31,37
01460000,31,38
01470000,31,31
01470000,31,32
01470000,31,34
01470000,31,35
01470000,31,37
01470000,31,38
01480000,31,31
01480000,31,32
01480000,31,34
01480000,31,35
01480000,31,36
01480000,31,37
01480000,31,38
01490000,31,31
01490000,31,32
01490000,31,35
01490000,31,36
01490000,31,37
01490000,31,38
01500000,31,31
01500000,31,32
01500000,31,35
01500000,31,36
01500000,31,37
01500000,31,38
01510000,31,31
01510000,31,32
01510000,31,34
01510000,31,35
01510000,31,37
01510000,31,38
01520000,31,31
01520000,31,32
01520000,31,34
01520000,31,35
01520000,31,37
01520000,31,38
01530000,31,31
01530000,31,32
01530000,31,34
01530000,31,35
01530000,31,38
01540000,31,31
01540000,31,32
01540000,31,34
01540000,31,35
01540000,31,36
01540000,31,37
01540000,31,38
01550000,31,31
01550000,31,32
01550000,31,35
01550000,31,36
01550000,31,37
01550000,31,38
01560000,31,31
01560000,31,32
01560000,31,34
01560000,31,35
01560000,31,36
01560000,31,37
01560000,31,38
01570000,31,31
01570000,31,32
01570000,31,35
01570000,31,36
01570000,31,37
01580000,31,31
01580000,31,32
01580000,31,35
01580000,31,36
01580000,31,37
01590000,31,31
01590000,31,32
01590000,31,34
01590000,31,35
01590000,31,36
01590000,31,37
01590000,31,38
01600000,31,31
01600000,31,32
01600000,31,34
01600000,31,35
01600000,31,36
01600000,31,37
01600000,31,38
01610000,31,31
01610000,31,32
01610000,31,34
01610000,31,35
01610000,31,38
01620000,31,31
01620000,31,32
01620000,31,34
01620000,31,35
01620000,31,37
01620000,31,38
01620100,31,31
01630000,31,31
01630000,31,34
01630000,31,35
01630000,31,36
01630000,31,37
01630000,31,38
01640000,31,31
01640000,31,32
01640000,31,34
01640000,31,35
01640000,31,36
01640000,31,38
01650000,31,31
01650000,31,32
01650000,31,34
01650000,31,35
01650000,31,36
01650000,31,38
01660000,31,31
01660000,31,34
01660000,31,35
01660000,31,36
01660000,31,37
01660000,31,38
01670000,31,31
01670000,31,32
01670000,31,34
01670000,31,35
01670000,31,36
01670000,31,37
01670000,31,38
01680000,31,31
01680000,31,32
01680000,31,34
01680000,31,35
01680000,31,36
01680000,31,38
01690000,31,31
01690000,31,32
01690000,31,34
01690000,31,35
01690000,31,36
01690000,31,38
01700000,31,31
01700000,31,32
01700000,31,35
01700000,31,36
01700000,31,37
01710000,31,31
01710000,31,32
01710000,31,35
01710000,31,36
01710000,31,37
01710000,31,38
01720000,31,31
01720000,31,32
01720000,31,35
01720000,31,36
01720000,31,37
01720000,31,38
01730000,31,31
01730000,31,32
01730000,31,34
01730000,31,35
01730000,31,37
01730000,31,38
01740000,31,31
01740000,31,32
01740000,31,34
01740000,31,35
01740000,31,36
01740000,31,37
01740000,31,38
01750000,31,31
01750000,31,32
01750000,31,34
01750000,31,35
01750000,31,36
01750000,31,37
01750000,31,38
01760000,31,31
01760000,31,32
01760000,31,34
01760000,31,36
01760000,31,37
01760000,31,38
01770000,31,31
01770000,31,32
01770000,31,34
01770000,31,35
01770000,31,36
01770000,31,38
01780000,31,31
01780000,31,32
01780000,31,34
01780000,31,35
01780000,31,36
01780000,31,37
01780000,31,38
01780200,31,37
01790000,31,31
01790000,31,32
01790000,31,34
01790000,31,35
01790000,31,36
01790000,31,37
01790000,31,38
01800000,31,31
01800000,31,32
01800000,31,34
01800000,31,35
01800000,31,36
01800000,31,37
01800000,31,38
01810000,31,31
01810000,31,34
01810000,31,35
01810000,31,36
01810000,31,37
01810000,31,38
01820000,31,31
01820000,31,34
01820000,31,35
01820000,31,36
01820000,31,38
01830000,31,31
01830000,31,34
01830000,31,35
01830000,31,36
01830000,31,38
01840000,31,31
01840000,31,34
01840000,31,35
01840000,31,36
01840000,31,37
01840000,31,38
01850000,31,31
01850000,31,34
01850000,31,35
01850000,31,36
01850000,31,37
01850000,31,38
01860000,31,31
01860000,31,34
01860000,31,35
01860000,31,36
01860000,31,37
01860000,31,38
01870000,31,31
01870000,31,35
01870000,31,36
01870000,31,37
01870000,31,38
01880000,31,31
01880000,31,34
01880000,31,35
01880000,31,36
01880000,31,37
01880000,31,38
01890000,31,31
01890000,31,34
01890000,31,35
01890000,31,36
01890000,31,38
01900000,31,31
01900000,31,34
01900000,31,35
01900000,31,36
01900000,31,38
01910000,31,31
01910000,31,34
01910000,31,35
01910000,31,36
01910000,31,37
01910000,31,38
01920000,31,31
01920000,31,34
01920000,31,35
01920000,31,36
01920000,31,37
01920000,31,38
01930000,31,31
01930000,31,34
01930000,31,35
01930000,31,36
01930000,31,38
01940000,31,31
01940000,31,34
01940000,31,35
01940000,31,36
01940000,31,37
01940000,31,38
01950000,31,31
01950000,31,34
01950000,31,35
01950000,31,36
01950000,31,37
01950000,31,38
01960000,31,31
01960000,31,35
01960000,31,36
01960000,31,37
01960000,31,38
01970000,31,31
01970000,31,35
01970000,31,36
01970000,31,38
01980000,31,31
01980000,31,36
01980000,31,38
01990000,31,31
01990000,31,34
01990000,31,38
02000000,31,31
02000000,31,34
02000000,31,36
02000000,31,37
02000000,31,38
02010000,31,31
02010000,31,34
02010000,31,36
02010000,31,37
02010000,31,38
02020000,31,31
02020000,31,34
02020000,31,36
02020000,31,38
02030000,31,34
02030000,31,36
02030000,31,37
02030000,31,38
02040000,31,34
02040000,31,37
02040000,31,38
02050000,31,34
02050000,31,36
02050000,31,37
02050000,31,38
02060000,31,34
02060000,31,36
02060000,31,38
02070000,31,34
02070000,31,36
02070000,31,38
02080000,31,34
02080000,31,36
02080000,31,37
02080000,31,38
02090000,31,34
02090000,31,36
02090000,31,37
02090000,31,38
02100000,31,34
02100000,31,36
02100000,31,37
02100000,31,38
02110000,31,34
02110000,31,36
02120000,31,34
02120000,31,36
02120000,31,37
02130000,31,36
02130000,31,37
02130000,31,38
02140000,31,36
02140000,31,37
02140000,31,38
02150000,31,36
02150000,31,37
02150000,31,38
02160000,31,34
02160000,31,36
02160000,31,37
02160000,31,38
02170000,31,34
02170000,31,36
02170000,31,37
02170000,31,38
02180000,31,36
02180000,31,38
02190000,31,34
02190000,31,36
02190000,31,37
02190000,31,38
02200000,31,36
02200000,31,37
02200000,31,38
02210000,31,34
02210000,31,36
02210000,31,37
02210000,31,38
02220000,31,36
02220000,31,37
02220000,31,38
02230000,31,36
02230000,31,37
02230000,31,38
02240000,31,36
02240000,31,37
02240000,31,38
02250000,31,36
02250000,31,38
02260000,31,36
02260000,31,37
02260000,31,38
02270000,31,34
02270000,31,36
02270000,31,37
02270000,31,38
02280000,31,34
02280000,31,36
02280000,31,37
02280000,31,38
02290000,31,34
02290000,31,36
02290000,31,37
02290000,31,38
02300000,31,34
02300000,31,36
02300000,31,37
02300000,31,38
02310000,31,34
02310000,31,36
02310000,31,38
02320000,31,34
02320000,31,36
02320000,31,37
02320000,31,38
02330000,31,34
02330000,31,36
02330000,31,37
02330000,31,38
02340000,31,34
02340000,31,36
02340000,31,37
02340000,31,38
02350000,31,34
02350000,31,36
02350000,31,38
02360000,31,34
02360000,31,36
02360000,31,38
02370000,31,34
02370000,31,36
02370000,31,37
02370000,31,38
02380000,31,34
02380000,31,36
02380000,31,37
02380000,31,38
02380100,31,38
02380200,31,38
02390000,31,34
02390000,31,36
02390000,31,37
02390000,31,38
02400000,31,34
02400000,31,36
02400000,31,38
02410000,31,36
02410000,31,37
02410000,31,38
02420000,31,34
02420000,31,36
02420000,31,37
02420000,31,38
02430000,31,34
02430000,31,36
02430000,31,37
02430000,31,38
02440000,31,34
02440000,31,36
02440000,31,38
02450000,31,36
02450000,31,37
02450000,31,38
02460000,31,34
02460000,31,36
02460000,31,38
02470000,31,34
02470000,31,36
02470000,31,37
02470000,31,38
02480000,31,36
02480000,31,37
02480000,31,38
02490000,31,36
02490000,31,37
02490000,31,38
02500000,31,34
02500000,31,36
02500000,31,37
02500000,31,38
02510000,31,36
02510000,31,37
02510000,31,38
02520000,31,34
02520000,31,36
02520000,31,37
02520000,31,38
02530000,31,34
02530000,31,36
02530000,31,37
02530000,31,38
02540000,31,34
02540000,31,36
02540000,31,37
02540000,31,38
02550000,31,34
02550000,31,36
02550000,31,37
02550000,31,38
02560000,31,34
02560000,31,36
02560000,31,37
02560000,31,38
02570000,31,36
02570000,31,38
02580000,31,36
02580000,31,37
02580000,31,38
02590000,31,36
02590000,31,37
02590000,31,38
02600000,31,36
02600000,31,37
02600000,31,38
02610000,31,34
02610000,31,36
02610000,31,37
02610000,31,38
02620000,31,36
02620000,31,37
02620000,31,38
02630000,31,34
02630000,31,36
02630000,31,37
02630000,31,38
02640000,31,36
02640000,31,38
02650000,31,36
02650000,31,37
02650000,31,38
02660000,31,36
02660000,31,37
02660000,31,38
02670000,31,36
02670000,31,38
02680000,31,36
02680000,31,38
02690000,31,36
02690000,31,38
02700000,31,36
02700000,31,38
02710000,31,36
02710000,31,38
02720000,31,34
02720000,31,36
02720000,31,37
02720000,31,38
02730000,31,36
02730000,31,38
02740000,31,34
02740000,31,37
02740000,31,38
02750000,31,34
02750000,31,36
02750000,31,38
02760000,31,34
02760000,31,36
02760000,31,38
02770000,31,34
02770000,31,36
02770000,31,37
02770000,31,38
02780000,31,34
02780000,31,36
02780000,31,37
02780000,31,38
02790000,31,34
02790000,31,36
02790000,31,37
02800000,31,34
02800000,31,36
02800000,31,37
02800000,31,38
02810000,31,34
02810000,31,36
02810000,31,37
02810000,31,38
02820000,31,34
02820000,31,36
02820000,31,37
02820000,31,38
02830000,31,34
02830000,31,36
02830000,31,37
02830000,31,38
02840000,31,34
02840000,31,36
02840000,31,38
02850000,31,34
02850000,31,36
02850000,31,37
02850000,31,38
02860000,31,34
02860000,31,36
02860000,31,37
02860000,31,38
02870000,31,34
02870000,31,36
02870000,31,37
02870000,31,38
02880000,31,36
02880000,31,37
02880000,31,38
02890000,31,34
02890000,31,36
02890000,31,37
02890000,31,38
02900000,31,34
02900000,31,36
02900000,31,38
02910000,31,34
02910000,31,36
02910000,31,38
02920000,31,34
02920000,31,36
02920000,31,37
02920000,31,38
02930000,31,36
02930000,31,37
02930000,31,38
02940000,31,34
02940000,31,36
02940000,31,38
02950000,31,34
02950000,31,36
02950000,31,37
02950000,31,38
02960000,31,34
02960000,31,37
02960000,31,38
02970000,31,34
02970000,31,37
02970000,31,38
02980000,31,34
02980000,31,38
02990000,31,34
02990000,31,37
02990000,31,38
03000000,31,34
03000000,31,37
03000000,31,38
03010000,31,34
03010000,31,37
03010000,31,38
03020000,31,34
03020000,31,37
03020000,31,38
03030000,31,34
03030000,31,37
03030000,31,38
03040000,31,34
03040000,31,37
03040000,31,38
03050000,31,34
03050000,31,37
03050000,31,38
03060000,31,34
03060000,31,37
03060000,31,38
03070000,31,34
03070000,31,38
03080000,31,34
03080000,31,37
03080000,31,38
03090000,31,37
03090000,31,38
03100000,31,37
03100000,31,38
03110000,31,34
03110000,31,37
03110000,31,38
03120000,31,37
03120100,31,38
03120200,31,38
03120300,31,38
03120400,31,38
03130000,31,37
03130000,31,38
03140000,31,34
03140000,31,37
03150000,31,34
03150000,31,37
03150000,31,38
03160000,31,34
03160000,31,37
03160000,31,38
03160100,31,38
03160200,31,38
03170000,31,34
03170000,31,37
03170000,31,38
03180000,31,34
03180000,31,38
03190000,31,34
03190000,31,37
03190000,31,38
03200000,31,34
03200000,31,37
03200000,31,38
03210000,31,34
03210000,31,38
03220000,31,34
03220000,31,37
03220000,31,38
03230000,31,34
03230000,31,38
03240000,31,37
03240000,31,38
03250000,31,34
03250000,31,38
03260000,31,34
03260000,31,38
03260100,31,38
03260200,31,38
03260300,31,38
03260400,31,38
03270000,31,34
03270000,31,37
03270000,31,38
03280000,31,34
03280000,31,37
03280000,31,38
03290000,31,34
03290000,31,37
03290000,31,38
03300000,31,34
03300000,31,37
03310000,31,34
03310000,31,38
03320000,31,34
03320000,31,37
03320000,31,38
03330000,31,34
03330000,31,37
03330000,31,38
03340000,31,37
03340000,31,38
03350000,31,34
03350000,31,38
03360000,31,34
03360000,31,37
03360000,31,38
03370000,31,34
