ccbaCpno_item,ccbaMnm1_item
1333704440000,성주 세종대왕자 태실
1333304450000,충주 숭선사지
1333204460000,영월 정양산성
1333204470000,원주 영원산성
1332304520000,강화 외성
1333804530000,하동읍성
1333804540000,김해 양동리 고분군
1331104550000,아차산 일대 보루군
1333604560000,나주 오량동 요지
1333704570000,경주 춘양교지와 월정교지
1333604580000,순천 월평 유적
1333804590000,밀양 박익 벽화묘
1331104610000,"서울 청계천 유적(광통교지,수표교지와 오간수문지)"
1333304630000,충주 누암리 고분군
1333104640000,파주 혜음원지
1331104650000,서울 경교장
1333204660000,원주 법천사지
1333104670000,연천 호로고루
1333104680000,연천 당포성
1333104690000,연천 은대리성
1333704700000,구미 황상동 고분군
1333504710000,완주 위봉산성
1333804720000,창원 진동리 유적
1333404730000,서천 봉선리 유적
1333404740000,공주 정지산 유적
1333404750000,서산 부장리 고분군
1333704760000,경주 황성동 고분
1333704770000,상주 복룡동 유적
1333104780000,수원 화성행궁
1333104790000,북한산성 행궁지
1333104800000,남한산성 행궁
1333404810000,부여 홍산현 관아
1333604830000,나주목 관아와 향교
1333804840000,거제현 관아
1333604850000,화순 쌍산 항일의병 유적
1333804860000,창녕 비봉리 패총
1333904870000,서귀포 김정희 유배지
1332204880000,달성 도동서원
1333704910000,영주 금성대군 신단
1333604920000,광양 마로산성
1333704930000,포항 법광사지
1333504940000,정읍 고사부리성
1333604980000,장흥 석대들 전적
1333804990000,함양 남계서원
1333105000000,용인 보정동 고분군
1333405010000,보령 충청수영성
1333805040000,합천 해인사
1333605050000,구례 화엄사
1333805090000,거제 둔덕기성
1333705100000,고령 사부동과 기산동 요지
1333705160000,경산 임당동과 조영동 고분군
1333705170000,경주 진지왕릉
1333705180000,경주 문성왕릉
1333605190000,고흥 운대리 분청사기 요지
1331105200000,서울 용산신학교
1331105210000,서울 원효로 예수성심성당
1333905220000,제주 용담동 유적
1333605230000,여수 석보
1333205240000,삼척 준경묘·영경묘
1333105250000,파주 이이 유적
1333105260000,양주 대모산성
1333305270000,증평 추성산성
1332605280000,울산 약사동 제방
1333405290000,당진 솔뫼마을 김대건신부 유적
1333105300000,용인 심곡서원
1333505310000,고창 봉덕리 고분군
1333705320000,상주 옥동서원
1333705330000,경주 인왕동 사지
1333205340000,영월부 관아
1333605350000,해남 전라우수영
1333105360000,안성 도기동 산성
1333105370000,파주 덕진산성
1332205380000,대구 경상감영지
1332105390000,부산 연산동 고분군
1333405400000,논산 노강서원
1333505410000,부안 죽막동 유적
1333505420000,남원 유곡리와 두락리 고분군
1333505430000,정읍 은선리와 도계리 고분군
1332205440000,대구 구암동 고분군
1333805470000,창녕 계성 고분군
1333505510000,진안 도통리 청자요지
1333505520000,장수 동촌리 고분군
1333205530000,인제 한계산성
1333805540000,함안 가야리 유적
1333705550000,의성 금성면 고분군
1332305560000,인천 계양산성
1332305570000,인천 팔미도 등대
1331105580000,의정부지
1333405600000,태안 안흥진성
